Level	Kanji	Meaning	Meaning Elements	Radical Components	Meaning Mnemonic	Type	DO NOT CHANGE	Tags
58	淑	Graceful	"<p class=""element-item primary""> Graceful </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>上</jp-symbol></span><p>Above</p></radical><radical class=""component""><span><jp-symbol>小</jp-symbol></span><p>Small</p></radical><radical class=""component""><span><jp-symbol>又</jp-symbol></span><p>Stool</p></radical></div>"	You can only manage to avoid a <radical>tsunami</radical> by standing <radical>above</radical> it on a <radical>small</radical> <radical>stool</radical> if you are very <kanji>graceful</kanji>. If you aren't graceful enough the tsunami will knock you and the stool over and you'll be swept away like everyone else.<br><br>  - Hint: Imagine being graceful enough to balance on a small stool above a raging tsunami! Sooo cool!	Kanji Meaning	-	Kanji_Meaning Level_58
58	傑	Greatness,Excellence	"<p class=""element-item primary""> Greatness </p>,<p class=""element-item""> Excellence </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>ｲ</jp-symbol></span><p>Leader</p></radical><radical class=""component""><span><jp-symbol>舛</jp-symbol></span><p>Dance</p></radical><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical></div>"	"The <radical>leader</radical> does a <radical>dance</radical> on top of the <radical>tree</radical> to show his <kanji>greatness</kanji> to everyone around. If he dances all the way up there on top of the tree, then no one can deny his <kanji>excellence</kanji>!<br><br>  - Hint: ""Look upon your leader's greatness!"" he shouts, doing a jig around on the branches."	Kanji Meaning	-	Kanji_Meaning Level_58
58	殻	Husk,Shell	"<p class=""element-item primary""> Husk </p>,<p class=""element-item""> Shell </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>士</jp-symbol></span><p>Samurai</p></radical><radical class=""component""><span><jp-symbol>冖</jp-symbol></span><p>Forehead</p></radical><radical class=""component""><span><jp-symbol>几</jp-symbol></span><p>Table</p></radical><radical class=""component""><span><jp-symbol>殳</jp-symbol></span><p>Weapon</p></radical></div>"	A <radical>samurai</radical> puts his <radical>forehead</radical> on the <radical>table</radical> next to his <radical>weapon</radical>. He is just a <kanji>husk</kanji> of his former self. This <kanji>shell</kanji> of a samurai has nothing left.<br><br>  - Hint: He's just sitting there, he can't even pick up his weapon or raise his head anymore.	Kanji Meaning	-	Kanji_Meaning Level_58
58	錠	Lock	"<p class=""element-item primary""> Lock </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>金</jp-symbol></span><p>Gold</p></radical><radical class=""component""><span><jp-symbol>宀</jp-symbol></span><p>Roof</p></radical><radical class=""component""><span><jp-symbol>正</jp-symbol></span><p>Correct</p></radical></div>"	This is a <radical>gold</radical> <radical>roof</radical>, <radical>correct</radical>? It's important to <kanji>lock</kanji> it up, then.<br><br>  - Hint: It's only natural that you'd want to lock a gold roof so nobody can steal it.	Kanji Meaning	-	Kanji_Meaning Level_58
58	媒	Mediator	"<p class=""element-item primary""> Mediator </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>女</jp-symbol></span><p>Woman</p></radical><radical class=""component""><span><jp-symbol>甘</jp-symbol></span><p>Sweet</p></radical><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical></div>"	A <radical>sweet</radical> <radical>woman</radical> sits under a <radical>tree</radical> and works as a <kanji>mediator</kanji>. If you're having a fight with someone, bring them to the sweet woman under the tree and she'll mediate for the two of you. Problem solved! Thanks sweet lady!<br><br>  - Hint: Imagine the sweet tree woman being a mediator for you and your arch rival. What she says fixes everything between you two!	Kanji Meaning	-	Kanji_Meaning Level_58
58	濁	Muddy,Impure	"<p class=""element-item primary""> Muddy </p>,<p class=""element-item""> Impure </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>罒</jp-symbol></span><p>Net</p></radical><radical class=""component""><span><jp-symbol>勹</jp-symbol></span><p>Prison</p></radical><radical class=""component""><span><jp-symbol>虫</jp-symbol></span><p>Insect</p></radical></div>"	If a <radical>tsunami</radical> gets into a <radical>net</radical> that's im<radical>prison</radical>ing a bunch of <radical>insect</radical>s, the insects are going to get all <kanji>muddy</kanji>. The net gets dragged along with the tsunami water and the insects can't escape, so they just get covered in the yucky stuff.<br><br>  - Hint: Picture a net prison full of insects being dragged by a tsunami getting muddier and muddier. Poor buggles!	Kanji Meaning	-	Kanji_Meaning Level_58
58	椎	Oak,Oak Tree	"<p class=""element-item primary""> Oak </p>,<p class=""element-item""> Oak Tree </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol>隹</jp-symbol></span><p>Turkey</p></radical></div>"	The only <radical>tree</radical> a <radical>turkey</radical> will live in is an <kanji>oak</kanji> tree. They really only do this because oak trees have really yummy acorns and turkeys loooove acorns.<br><br>  - Hint: Imagine seeing a turkey sitting in an oak tree munching on acorns. You didn't even know turkeys could fly, but it got up there somehow.	Kanji Meaning	-	Kanji_Meaning Level_58
58	赦	Pardon	"<p class=""element-item primary""> Pardon </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>赤</jp-symbol></span><p>Red</p></radical><radical class=""component""><span><jp-symbol>夂</jp-symbol></span><p>Winter</p></radical></div>"	If you spill something <radical>red</radical> on yourself in <radical>winter</radical> you should <kanji>pardon</kanji> yourself immediately and try to find something else to wear. It's very dangerous to wear red in winter, and even if it seems rude, make sure you pardon yourself right away and get that taken care of!<br><br>  - Hint: Imagine spilling red wine or red paint down your shirt. Quickly pardon yourself and get changed now!	Kanji Meaning	-	Kanji_Meaning Level_58
58	戯	Play	"<p class=""element-item primary""> Play </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>虍</jp-symbol></span><p>Tiger</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-spikes""></i></jp-symbol></span><p>Spikes</p></radical><radical class=""component""><span><jp-symbol>戈</jp-symbol></span><p>Drunkard</p></radical></div>"	Throw a <radical>drunkard</radical> in a cage with a <radical>tiger</radical> and some <radical>spikes</radical> and the tiger will have the time of its life <kanji>play</kanji>ing with them! Think of all the tiger play time possibilities! <br><br>  - Hint: If you were the tiger how would you play with the drunkard?	Kanji Meaning	-	Kanji_Meaning Level_58
58	享	Receive	"<p class=""element-item primary""> Receive </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>享</jp-symbol></span><p>Sock</p></radical></div>"	If someone gives you a <radical>sock</radical> you should <kanji>receive</kanji> it and thank them. You can't just say no or put the sock on the ground and walk away. You should always receive a sock properly, with both hands, when it's handed to you.<br><br>  - Hint: Imagine Dobby reaching out to receive his first sock. Don't you want to be happy like that too?	Kanji Meaning	-	Kanji_Meaning Level_58
58	嘱	Request,Entrust	"<p class=""element-item primary""> Request </p>,<p class=""element-item""> Entrust </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical><radical class=""component""><span><jp-symbol>尸</jp-symbol></span><p>Flag</p></radical><radical class=""component""><span><jp-symbol>禹</jp-symbol></span><p>Mantis</p></radical></div>"	If you want to take a <radical>flag</radical> out of the <radical>mouth</radical> of a <radical>mantis</radical> you have to make a formal <kanji>request</kanji> first. Mantises don't like to just give things away, and they're kind of mean so if you try to steal the flag it will probably bite you. So make a formal, polite request if you want it.<br><br>  - Hint: Imagine trying to request a flag from a scary mantis that has it sitting in it's mouth. Will it give it to you? Will it bite you? You'll have to wait and see.	Kanji Meaning	-	Kanji_Meaning Level_58
58	肖	Resemblance	"<p class=""element-item primary""> Resemblance </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-triceratops""></i></jp-symbol></span><p>Triceratops</p></radical><radical class=""component""><span><jp-symbol>月</jp-symbol></span><p>Moon</p></radical></div>"	You see a <radical>triceratops</radical> standing in front of a full <radical>moon</radical> and you can't help but see a really strong <kanji>resemblance</kanji>. The triceratops has that round frill thing behind its horns and it looks just like the round full moon. Who knew that a triceratops would resemble the moon!<br><br>  - Hint: Look at the triceratops. Now look at the moon. See the resemblance? Uncanny, don't you think?	Kanji Meaning	-	Kanji_Meaning Level_58
58	憤	Resent	"<p class=""element-item primary""> Resent </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>忄</jp-symbol></span><p>Soul</p></radical><radical class=""component""><span><jp-symbol>十</jp-symbol></span><p>Cross</p></radical><radical class=""component""><span><jp-symbol>艹</jp-symbol></span><p>Flowers</p></radical><radical class=""component""><span><jp-symbol>貝</jp-symbol></span><p>Shellfish</p></radical></div>"	You see a <radical>soul</radical> on a <radical>cross</radical> covered in <radical>flowers</radical> with <radical>shellfish</radical> at its feet and you suddenly <kanji>resent</kanji> them. It's not like you want to be the one up there on the cross, but so many people left flowers and shellfish for them. It should have been you...<br><br>  - Hint: Picture the soul on the cross, flowers all around it and shellfish at its feet. Feel your resentment grow.	Kanji Meaning	-	Kanji_Meaning Level_58
58	漣	Ripples	"<p class=""element-item primary""> Ripples </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-scooter""></i></jp-symbol></span><p>Scooter</p></radical><radical class=""component""><span><jp-symbol>車</jp-symbol></span><p>Car</p></radical></div>"	As the <radical>tsunami</radical> hits your <radical>scooter</radical> and your <radical>car</radical>, it alters the wave, creating <kanji>ripples</kanji>.<br><br>  - Hint: They're hard to see because a tsunami is pretty big, but your scooter and car do create ripples in the water as it goes past.	Kanji Meaning	-	Kanji_Meaning Level_58
58	朽	Rot,Decay	"<p class=""element-item primary""> Rot </p>,<p class=""element-item""> Decay </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical><radical class=""component""><span><jp-symbol>勹</jp-symbol></span><p>Prison</p></radical></div>"	A <radical>tree</radical> is stuck in a <radical>prison</radical> under the <radical>ground</radical> and it's starting to <kanji>rot</kanji> and <kanji>decay</kanji>.<br><br>  - Hint: Trees can't live without sunlight, and it's too damp underground in a prison. The water gets all moldy and the tree will rot and die.	Kanji Meaning	-	Kanji_Meaning Level_58
58	奔	Run,Bustle	"<p class=""element-item primary""> Run </p>,<p class=""element-item""> Bustle </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>大</jp-symbol></span><p>Big</p></radical><radical class=""component""><span><jp-symbol>十</jp-symbol></span><p>Cross</p></radical><radical class=""component""><span><jp-symbol>廾</jp-symbol></span><p>Twenty</p></radical></div>"	You're walking down the street when you see <radical>twenty</radical> <radical>big</radical> <radical>cross</radical>es lined up in front of you. Crosses creep you out and this is way too many for you to keep walking so you decide to <kanji>run</kanji> as fast as you can to get past them.<br><br>  - Hint: Imagine trying to run down a street with twenty big crosses lining it. It's so scary that you keep running faster and faster as you go.	Kanji Meaning	-	Kanji_Meaning Level_58
58	帆	Sail	"<p class=""element-item primary""> Sail </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>巾</jp-symbol></span><p>Towel</p></radical><radical class=""component""><span><jp-symbol>几</jp-symbol></span><p>Table</p></radical><radical class=""component""><span><jp-symbol>丶</jp-symbol></span><p>Drop</p></radical></div>"	You hoist your <radical>towel</radical> above your <radical>table</radical>, <radical>drop</radical> into the water and <kanji>sail</kanji> away. You turned the towel into an actual sail and you're balancing on top of the table, which is now a boat.<br><br>  - Hint: Imagine sailing out into the open sea, drops of water hitting your face, as the towel sail catches the air and carries you away.	Kanji Meaning	-	Kanji_Meaning Level_58
58	菅	Sedge	"<p class=""element-item primary""> Sedge </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>艹</jp-symbol></span><p>Flowers</p></radical><radical class=""component""><span><jp-symbol>宀</jp-symbol></span><p>Roof</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-bear""></i></jp-symbol></span><p>Bear</p></radical></div>"	The <radical>flowers</radical> that grow on your <radical>roof</radical> that look like a sleeping <radical>bear</radical> is <kanji>sedge</kanji>. Sedge grow all over the world!<br><br>  - Hint: You've probably seen them before, you just didn't know what they were called! Looks like a green sleeping bear bum, right?	Kanji Meaning	-	Kanji_Meaning Level_58
58	酌	Serve	"<p class=""element-item primary""> Serve </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>酉</jp-symbol></span><p>Alcohol</p></radical><radical class=""component""><span><jp-symbol>勺</jp-symbol></span><p>Pool</p></radical></div>"	Pour all of your <radical>alcohol</radical> in the <radical>pool</radical> to <kanji>serve</kanji> all your guests at once! They can all help themselves to as much or as little alcohol as they want! What a great idea!<br><br>  - Hint: Imagine serving all of your guests their alcohol by dumping it all in the pool! Now jump in and drink all you want!	Kanji Meaning	-	Kanji_Meaning Level_58
58	慨	Sigh	"<p class=""element-item primary""> Sigh </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>忄</jp-symbol></span><p>Soul</p></radical><radical class=""component""><span><jp-symbol>艮</jp-symbol></span><p>Root</p></radical><radical class=""component""><span><jp-symbol>牙</jp-symbol></span><p>Fang</p></radical></div>"	Deep in your <radical>soul</radical>, you feel like you want to pull your <radical>fang</radical>s out by the <radical>root</radical>, but instead you let out a loud <kanji>sigh</kanji>. You're one of the only people you know that has fangs, and it weighs heavily on your soul.<br><br>  - Hint: Imagine all of the other people staring and pointing, the kids making fun of you, no one seeing you as equal. And just... sigh. Deep down, you want to get rid of your fangs, but you can't do it.	Kanji Meaning	-	Kanji_Meaning Level_58
58	絹	Silk	"<p class=""element-item primary""> Silk </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>糸</jp-symbol></span><p>Thread</p></radical><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical><radical class=""component""><span><jp-symbol>月</jp-symbol></span><p>Moon</p></radical></div>"	Put <radical>thread</radical> in the <radical>mouth</radical> of a worm while the <radical>moon</radical> is out and it will poop out some <kanji>silk</kanji>. That's why they call them silkworms, didn't you know? But it has to be while the moon is out, otherwise normal thread will come right back out the other end of the worm. The moon is what makes the magic happen.<br><br>  - Hint: Picture feeding some thread into the mouth of a worm as the light from the full moon shines in on you. See the silk come out of the worm's butt and into your hands.	Kanji Meaning	-	Kanji_Meaning Level_58
58	窃	Steal	"<p class=""element-item primary""> Steal </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>穴</jp-symbol></span><p>Hole</p></radical><radical class=""component""><span><jp-symbol>七</jp-symbol></span><p>Seven</p></radical><radical class=""component""><span><jp-symbol>刀</jp-symbol></span><p>Sword</p></radical></div>"	You see <radical>seven</radical> <radical>sword</radical>s just sitting in a <radical>hole</radical> and so you decide to <kanji>steal</kanji> them. They were just left in that hole after all, it's not like anyone was using them. And even if they were, they'll never know you were the one to steal them, right?<br><br>  - Hint: Imagine seeing seven swords just laying abandoned in a hole. Feel the urge to steal them all. Do it, do it!	Kanji Meaning	-	Kanji_Meaning Level_58
58	硫	Sulfur,Sulphur	"<p class=""element-item primary""> Sulfur </p>,<p class=""element-item""> Sulphur </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>石</jp-symbol></span><p>Stone</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-trash""></i></jp-symbol></span><p>Trash</p></radical><radical class=""component""><span><jp-symbol>川</jp-symbol></span><p>River</p></radical></div>"	There are <radical>stone</radical>s that smell like <radical>trash</radical> in the <radical>river</radical>. You reach in and realize these rocks are made of <kanji>sulfur</kanji>. Even the flow of this water can't hide the stink of these sulfur rocks.<br><br>  - Hint: If you haven't smelled sulfur before, it smells a bit like rotten eggs. Something that definitely belongs in the trash.	Kanji Meaning	-	Kanji_Meaning Level_58
59	亜	Asia	"<p class=""element-item primary""> Asia </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>亜</jp-symbol></span><p>Asia</p></radical></div>"	The kanji and the radical that look like this are exactly the same. They are both <kanji>Asia</kanji>.<br><br>  - Hint: As long as you know the radical Asia, you know the kanji Asia.	Kanji Meaning	-	Kanji_Meaning Level_59
59	屯	Barracks	"<p class=""element-item primary""> Barracks </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>屯</jp-symbol></span><p>Barracks</p></radical></div>"	The <radical>barracks</radical> radical and the <kanji>barracks</kanji> kanji are the same!<br><br>  - Hint: Know your radicals, yo!	Kanji Meaning	-	Kanji_Meaning Level_59
59	岬	Cape	"<p class=""element-item primary""> Cape </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>山</jp-symbol></span><p>Mountain</p></radical><radical class=""component""><span><jp-symbol>甲</jp-symbol></span><p>Turtle Shell</p></radical></div>"	You see a <radical>mountain</radical> in the shape of a <radical>turtle shell</radical> sticking out into the ocean. It's a <kanji>cape</kanji>! No, not the kind you wear, the geographical kind. When you're on land, most capes look like turtle shell mountains sticking out into the sea. Do you know any capes like that near where you live?<br><br>  - Hint: Picture the turtle shell shaped cape. Feel the salty wind in your hair!	Kanji Meaning	-	Kanji_Meaning Level_59
59	鋳	Cast,Casting	"<p class=""element-item primary""> Cast </p>,<p class=""element-item""> Casting </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>金</jp-symbol></span><p>Gold</p></radical><radical class=""component""><span><jp-symbol>三</jp-symbol></span><p>Three</p></radical><radical class=""component""><span><jp-symbol>丿</jp-symbol></span><p>Slide</p></radical><radical class=""component""><span><jp-symbol>寸</jp-symbol></span><p>Measurement</p></radical></div>"	Take <radical>three</radical> <radical>measurement</radical>s of <radical>gold</radical> and <radical>slide</radical> them into a mold to make a <kanji>cast</kanji>! You'll have cast three gold swords, or goblets, or ducks. Just make sure you follow those directions, or your casting won't come out right.<br><br>  - Hint: Imagine yourself carefully measuring out the three portions of gold and sliding them into your mold to make a cast of whatever you want. I wonder what it could be?	Kanji Meaning	-	Kanji_Meaning Level_59
59	拙	Clumsy,Unskillful	"<p class=""element-item primary""> Clumsy </p>,<p class=""element-item""> Unskillful </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>扌</jp-symbol></span><p>Fingers</p></radical><radical class=""component""><span><jp-symbol>出</jp-symbol></span><p>Exit</p></radical></div>"	You have to use your <radical>fingers</radical> to make an <radical>exit</radical> because you're so <kanji>clumsy</kanji>. You can't seem to get the door to open, your hands just slip around on the knob uselessly. Instead, you take your fingers and stick them into the door frame, pulling the whole thing off the hinges so you can leave.<br><br>  - Hint: Of course, you're too clumsy to do that right either, you accidentally threw the door backwards and hurt some people...	Kanji Meaning	-	Kanji_Meaning Level_59
59	詠	Compose,Recite	"<p class=""element-item primary""> Compose </p>,<p class=""element-item""> Recite </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>言</jp-symbol></span><p>Say</p></radical><radical class=""component""><span><jp-symbol>永</jp-symbol></span><p>Eternity</p></radical></div>"	If you want to <radical>say</radical> how <radical>eternity</radical> sounds you have to <kanji>compose</kanji> a poem. Or an essay. Or a song. <kanji>Recite</kanji> those deep thoughts about eternity and impress everyone who hears it.<br><br>  - Hint: Try to compose a poem about eternity right now. Just jot it down somewhere.	Kanji Meaning	-	Kanji_Meaning Level_59
59	慶	Congratulate	"<p class=""element-item primary""> Congratulate </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>广</jp-symbol></span><p>Canopy</p></radical><radical class=""component""><span><jp-symbol>覀</jp-symbol></span><p>Helicopter</p></radical><radical class=""component""><span><jp-symbol>亅</jp-symbol></span><p>Barb</p></radical><radical class=""component""><span><jp-symbol>心</jp-symbol></span><p>Heart</p></radical><radical class=""component""><span><jp-symbol>夂</jp-symbol></span><p>Winter</p></radical></div>"	If a pilot manages to land under a <radical>canopy</radical> with a <radical>helicopter</radical> that's pierced with a sideways <radical>barb</radical> in the <radical>heart</radical> of <radical>winter</radical> you should <kanji>congratulate</kanji> them! People should always be congratulated for doing good things, and this is one of the best things you've ever heard of!<br><br>  - Hint: Can you imagine how hard landing a helicopter in just one of these horrible conditions? Congratulate them!	Kanji Meaning	-	Kanji_Meaning Level_59
59	酪	Dairy	"<p class=""element-item primary""> Dairy </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>酉</jp-symbol></span><p>Alcohol</p></radical><radical class=""component""><span><jp-symbol>各</jp-symbol></span><p>Kiss</p></radical></div>"	You can only give a <radical>kiss</radical> of <radical>alcohol</radical> to <kanji>dairy</kanji>. If you add anymore than a kiss the dairy will curdle and you won't be able to drink it anymore. Bleh.<br><br>  - Hint: Imagine trying to give more than a kiss of alcohol to dairy and watch it bubble and curdle and get all gross and chunky.	Kanji Meaning	-	Kanji_Meaning Level_59
59	篤	Deliberate	"<p class=""element-item primary""> Deliberate </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>竹</jp-symbol></span><p>Bamboo</p></radical><radical class=""component""><span><jp-symbol>馬</jp-symbol></span><p>Horse</p></radical></div>"	If someone makes a <radical>bamboo</radical> <radical>horse</radical>, you know it's <kanji>deliberate</kanji>. You can't accidentally make an entire horse out of bamboo.<br><br>  - Hint: Someone sat down and deliberately planned the entire horse out, collected the materials, and made it by hand.	Kanji Meaning	-	Kanji_Meaning Level_59
59	侮	Despise	"<p class=""element-item primary""> Despise </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>ｲ</jp-symbol></span><p>Leader</p></radical><radical class=""component""><span><jp-symbol>毎</jp-symbol></span><p>Every</p></radical></div>"	<radical>Every</radical> <radical>leader</radical> will come to <kanji>despise</kanji> their followers. In the beginning everything is fine and dandy, but eventually the leader's followers will ask for more and more things, eventually ridiculous things, and the leader will really despise them for it.<br><br>  - Hint: Imagine yourself as a leader who's come to despise every single one of their followers. Look down at them in disgust as they ask you to grant them all a pony.	Kanji Meaning	-	Kanji_Meaning Level_59
59	堪	Endure	"<p class=""element-item primary""> Endure </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>土</jp-symbol></span><p>Dirt</p></radical><radical class=""component""><span><jp-symbol>甚</jp-symbol></span><p>Crab Trap</p></radical></div>"	If there is <radical>dirt</radical> in a <radical>crab trap</radical>, it's a lot for the crabs to <kanji>endure</kanji>.<br><br>  - Hint: Imagine a little crab getting stuck in a crab trap with dirt and other crabs. Endure the horror as long as you can, little friend.	Kanji Meaning	-	Kanji_Meaning Level_59
59	禍	Evil,Misfortune	"<p class=""element-item primary""> Evil </p>,<p class=""element-item""> Misfortune </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>ネ</jp-symbol></span><p>Spirit</p></radical><radical class=""component""><span><jp-symbol>冋</jp-symbol></span><p>Mustache</p></radical></div>"	A <radical>spirit</radical> wearing two <radical>mustache</radical>s must be <kanji>evil</kanji>. Everyone knows a mustache makes you evil, but two? And on a spirit? Yup, definitely evil.<br><br>  - Hint: Look at the evil spirit with two mustaches on its spirit face. Imagine its face in detail, especially those mustaches.	Kanji Meaning	-	Kanji_Meaning Level_59
59	雌	Female	"<p class=""element-item primary""> Female </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>止</jp-symbol></span><p>Stop</p></radical><radical class=""component""><span><jp-symbol>匕</jp-symbol></span><p>Spoon</p></radical><radical class=""component""><span><jp-symbol>隹</jp-symbol></span><p>Turkey</p></radical></div>"	If you can <radical>stop</radical> a <radical>turkey</radical> by putting a <radical>spoon</radical> in its face you'll know it's a <kanji>female</kanji> turkey. A male turkey will peck the spoon out of your hand and run away. But a female turkey will wonder why you're putting a spoon there, stop, and look up at you wondering if you're okay.<br><br>  - Hint: Picture the female turkey stopping when it sees you holding out a spoon. Why are you doing that human? it thinks. Are you sick?	Kanji Meaning	-	Kanji_Meaning Level_59
59	睦	Friendly	"<p class=""element-item primary""> Friendly </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>目</jp-symbol></span><p>Eye</p></radical><radical class=""component""><span><jp-symbol>坴</jp-symbol></span><p>Womb</p></radical></div>"	If you see someone <radical>eye</radical>ing your <radical>womb</radical> you're probably going to be weirded out by how <kanji>friendly</kanji> they're acting. You only let people who are really, really close to you look at your womb. So if this guy is acting that friendly he should have introduced himself first.<br><br>  - Hint: Imagine having someone you aren't friendly with trying to have a look at your womb. No thank you.	Kanji Meaning	-	Kanji_Meaning Level_59
59	胆	Guts	"<p class=""element-item primary""> Guts </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>月</jp-symbol></span><p>Moon</p></radical><radical class=""component""><span><jp-symbol>旦</jp-symbol></span><p>Dawn</p></radical></div>"	If you stay up for so long that you get to watch the <radical>moon</radical> go down and the <radical>dawn</radical> come, then people will say you have serious <kanji>guts</kanji>. Staying up that late is really hard, and not everyone can do it. If you don't have the guts to stay up, you'll just fall asleep and never see the moon and the sun switch places in the sky.<br><br>  - Hint: Imagine the guts you'd have to have to stay up for so long that you see the moon and the sun switch places! A lot of guts!	Kanji Meaning	-	Kanji_Meaning Level_59
59	漆	Lacquer,Varnish	"<p class=""element-item primary""> Lacquer </p>,<p class=""element-item""> Varnish </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-hat""></i></jp-symbol></span><p>Hat</p></radical><radical class=""component""><span><jp-symbol>水</jp-symbol></span><p>Water</p></radical></div>"	A <radical>tsunami</radical> hits a <radical>tree</radical> and your <radical>hat</radical> protects you from the <radical>water</radical>, but the hat itself is now covered in <kanji>lacquer</kanji>. You take it off and see that it's shiny and hard and protected.<br><br>  - Hint: Picture your hat and all of the other things the tsunami + tree water touched. It's all been hardened with a thick coating of the lacquer.	Kanji Meaning	-	Kanji_Meaning Level_59
59	閑	Leisure	"<p class=""element-item primary""> Leisure </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>門</jp-symbol></span><p>Gate</p></radical><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical></div>"	You see a <radical>gate</radical> with a <radical>tree</radical> growing through it and it reminds you that you need more <kanji>leisure</kanji> time. You walk up to the gate tree and curl up under its branches. No one will bother you because the tree is blocking the gate from being used.<br><br>  - Hint: Imagine spending your leisure time curled up under a tree that's growing through a gate. It's so cozy and secluded!	Kanji Meaning	-	Kanji_Meaning Level_59
59	憧	Long For,Yearn	"<p class=""element-item primary""> Long For </p>,<p class=""element-item""> Yearn </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>忄</jp-symbol></span><p>Soul</p></radical><radical class=""component""><span><jp-symbol>立</jp-symbol></span><p>Stand</p></radical><radical class=""component""><span><jp-symbol>里</jp-symbol></span><p>Village</p></radical></div>"	Your <radical>soul</radical> <radical>stand</radical>s in the <radical>village</radical> you <kanji>long for</kanji>. It's the village you're from, and no matter how far you go, no matter how old you get, your soul is still there, and you <kanji>yearn</kanji> for it.<br><br>  - Hint: Have you ever been away from your village? Maybe you're far away right now, studying Japanese alone. Can't you feel your body longing for your soul back home?	Kanji Meaning	-	Kanji_Meaning Level_59
