Level	Kanji	Meaning	Meaning Elements	Radical Components	Meaning Mnemonic	Type	DO NOT CHANGE	Tags
21	検	Examine	"<p class=""element-item primary""> Examine </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-squid""></i></jp-symbol></span><p>Squid</p></radical></div>"	"You see a <radical>tree</radical> with a <radical>squid</radical> on it, so you get closer to <kanji>examine</kanji> it.<br><br>  - Hint: As you examine the tree and the squid in it, you think, ""Huh, nope still weird."" You should examine it further to find out what's going on."	Kanji Meaning	-	Kanji_Meaning Level_21 Genki_L23
21	査	Inspect,Investigate,Inspection,Investigation	"<p class=""element-item primary""> Inspect </p>,<p class=""element-item""> Investigate </p>,<p class=""element-item""> Inspection </p>,<p class=""element-item""> Investigation </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol>且</jp-symbol></span><p>Top Hat</p></radical></div>"	If a <radical>tree</radical> is growing out of a <radical>top hat</radical> you need to <kanji>inspect</kanji> it to find out why and how this happened. You should probably <kanji>investigate</kanji> the area too. I mean, how could a tree grow out of a top hat anyway? Seems suspicious.<br><br>  - Hint: Inspect the tree. Inspect the top hat. Did you find anything?	Kanji Meaning	-	Kanji_Meaning Level_21 Genki_L23
21	審	Judge	"<p class=""element-item primary""> Judge </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>宀</jp-symbol></span><p>Roof</p></radical><radical class=""component""><span><jp-symbol>番</jp-symbol></span><p>Number</p></radical></div>"	You're about to enter a <radical>roof</radical> that has your <radical>number</radical> on it so you can face the <kanji>judge</kanji>. You've been sitting here for what feels like hours, waiting for your number to come up. Finally the time has come—the judge will see you now.<br><br>  - Hint: Picture the judge sitting under the roof. Your number is sitting on his big desk, next to the gavel.	Kanji Meaning	-	Kanji_Meaning Level_21 Genki_L23
21	判	Judge	"<p class=""element-item primary""> Judge </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>半</jp-symbol></span><p>Half</p></radical><radical class=""component""><span><jp-symbol>刂</jp-symbol></span><p>Knife</p></radical></div>"	"""I'll cut that baby in <radical>half</radical> with a <radical>knife</radical> if you don't figure out custody,"" says the <kanji>judge</kanji>. Ah, the oldest judge trick in the book.<br><br>  - Hint: Since you two can't make a decision on who gets custody of the baby, the judge now has to step in and judge for you. Will you figure it out for yourself, or let the baby get cut in half? What an effective judge."	Kanji Meaning	-	Kanji_Meaning Level_21 Genki_L23
21	挙	Raise	"<p class=""element-item primary""> Raise </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-grass""></i></jp-symbol></span><p>Grass</p></radical><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical><radical class=""component""><span><jp-symbol>ハ</jp-symbol></span><p>Fins</p></radical><radical class=""component""><span><jp-symbol>手</jp-symbol></span><p>Hand</p></radical></div>"	If there’s <radical>grass</radical> on the <radical>ground</radical> and <radical>fins</radical> in your <radical>hand</radical>, you need to <kanji>raise</kanji> that hand up to the sky. You’re in the middle of a fisherman’s ritual, which can only be performed on grassy ground. You take fish fins from the previous year, and raise them up to the sky in order to ensure a good fishing harvest.<br><br>  - Hint: Feel the grass in your toes and the fins in your hand as you raise them up to the sky. See the sun glistening off the fins as you raise them up in the air.	Kanji Meaning	-	Kanji_Meaning Level_21 Genki_L23
24	違	Different	"<p class=""element-item primary""> Different </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-scooter""></i></jp-symbol></span><p>Scooter</p></radical><radical class=""component""><span><jp-symbol>韋</jp-symbol></span><p>Korea</p></radical></div>"	You take your <radical>scooter</radical> to <radical>Korea</radical> and everything is <kanji>different</kanji>!<br><br>  - Hint: Imagine scooting down a street in Korea and seeing how different literally every single thing is compared to what you're used to in Japan.	Kanji Meaning	-	Kanji_Meaning Level_24 Genki_L23
25	効	Effective	"<p class=""element-item primary""> Effective </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>交</jp-symbol></span><p>Mix</p></radical><radical class=""component""><span><jp-symbol>力</jp-symbol></span><p>Power</p></radical></div>"	If you <radical>mix</radical> different types of <radical>power</radical> you'll produce something <kanji>effective</kanji>.<br><br>  - Hint: It doesn't matter what power you mix, because all power is strong. No matter what you use this mixed power on, it will be effective. Imagine some situations where you mix power with power.	Kanji Meaning	-	Kanji_Meaning Level_25 Genki_L23
25	捜	Search	"<p class=""element-item primary""> Search </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>扌</jp-symbol></span><p>Fingers</p></radical><radical class=""component""><span><jp-symbol>申</jp-symbol></span><p>Humble</p></radical><radical class=""component""><span><jp-symbol>又</jp-symbol></span><p>Stool</p></radical></div>"	You want to get your <radical>fingers</radical> on the <radical>humble</radical> <radical>stool</radical>, so you dedicate your life to <kanji>search</kanji> for it. Wait, the humble stool? You know, like the holy grail or the ark of the covenant, but it's called the humble stool. It's from some bible or something, I promise.<br><br>  - Hint: Now you have to search through a bunch of religious texts for this humble stool with your fingers. Don't go too fast and get paper cuts!	Kanji Meaning	-	Kanji_Meaning Level_25 Genki_L23
26	接	Adjoin	"<p class=""element-item primary""> Adjoin </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>扌</jp-symbol></span><p>Fingers</p></radical><radical class=""component""><span><jp-symbol>立</jp-symbol></span><p>Stand</p></radical><radical class=""component""><span><jp-symbol>女</jp-symbol></span><p>Woman</p></radical></div>"	You <radical>stand</radical> with another <radical>woman</radical> and, with your <radical>fingers</radical>, <kanji>adjoin</kanji> yourselves together. You are united, you are one.<br><br>  - Hint: Look around you. Other women are adjoining their fingers and standing with you. There's hundreds, no, thousands of you standing together.	Kanji Meaning	-	Kanji_Meaning Level_26 Genki_L23
26	較	Contrast,Compare	"<p class=""element-item primary""> Contrast </p>,<p class=""element-item""> Compare </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>車</jp-symbol></span><p>Car</p></radical><radical class=""component""><span><jp-symbol>交</jp-symbol></span><p>Mix</p></radical></div>"	Your new <radical>car</radical> doesn’t <radical>mix</radical> well with the other cars in your garage because its color is in stark <kanji>contrast</kanji> to the others. All of your other cars are pristine white in color, but this new car is a mix of lots of colors. It almost looks like a peacock or something it’s so colorful. Such a contrast.<br><br>  - Hint: Imagine this garage of yours with a sea of white cars. Now there is a new car that really sticks out like a sore thumb. Imagine yourself looking out over your cars and seeing this wacky car practically jumping out at you.	Kanji Meaning	-	Kanji_Meaning Level_26 Genki_L23
26	我	I,Me	"<p class=""element-item primary""> I </p>,<p class=""element-item""> Me </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>我</jp-symbol></span><p>Ego</p></radical></div>"	Your <radical>ego</radical>... it's totally out of control. <kanji>I</kanji> mean, my ego isn't out of control. I'm the greatest. That's <kanji>me</kanji>. But your ego? Ugh, so out of control unlike my amazing ego.<br><br>  - Hint: Just keep going with this sentence about the ego. You can't stop, because really it's your ego that's out of control. That's <kanji>I</kanji> when you're saying it.	Kanji Meaning	-	Kanji_Meaning Level_26 Genki_L23
26	従	Obey,Accompany,Follow	"<p class=""element-item primary""> Obey </p>,<p class=""element-item""> Accompany </p>,<p class=""element-item""> Follow </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>彳</jp-symbol></span><p>Loiter</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-horns""></i></jp-symbol></span><p>Horns</p></radical><radical class=""component""><span><jp-symbol>正</jp-symbol></span><p>Correct</p></radical></div>"	If you see someone <radical>loiter</radical>ing around with <radical>horns</radical> on their head you'd be <radical>correct</radical> to <kanji>obey</kanji> and <kanji>accompany</kanji> them.<br><br>  - Hint: First of all, this could be really fun. Second of all, if this person is a demon or something, you should really just obey them or they could curse you. What's the worst that could happen?!	Kanji Meaning	-	Kanji_Meaning Level_26 Genki_L23
27	怒	Angry,Anger	"<p class=""element-item primary""> Angry </p>,<p class=""element-item""> Anger </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>女</jp-symbol></span><p>Woman</p></radical><radical class=""component""><span><jp-symbol>又</jp-symbol></span><p>Stool</p></radical><radical class=""component""><span><jp-symbol>心</jp-symbol></span><p>Heart</p></radical></div>"	A <radical>woman</radical> sitting on a <radical>stool</radical> with a broken <radical>heart</radical> is very <kanji>angry</kanji>. She had her heart broken by some jerk and now she’s sitting on the stool, just stewing over the guy and how angry she is with him.<br><br>  - Hint: This woman is so angry! Pretend you are the woman. Sit on your stool and feel your heart, painful in your chest, as you fume and think about how angry you are.	Kanji Meaning	-	Kanji_Meaning Level_27 Genki_L23
34	縦	Vertical	"<p class=""element-item primary""> Vertical </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>糸</jp-symbol></span><p>Thread</p></radical><radical class=""component""><span><jp-symbol>彳</jp-symbol></span><p>Loiter</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-horns""></i></jp-symbol></span><p>Horns</p></radical><radical class=""component""><span><jp-symbol>正</jp-symbol></span><p>Correct</p></radical></div>"	You see a <radical>thread</radical> that wants to <radical>loiter</radical> from some <radical>horns</radical> and you would be <radical>correct</radical> to assume that it would hang <kanji>vertical</kanji>. The thread wants to loiter and hang from one of the horns. When things hang from things, they usually hang vertical, so that’s what this thread is going to do.<br><br>  - Hint: Look at this vertical thread as it hangs from the horns. Take hold of it and pull on the vertical thread. Feel it in your hand.	Kanji Meaning	-	Kanji_Meaning Level_34 Genki_L23
35	講	Lecture	"<p class=""element-item primary""> Lecture </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>言</jp-symbol></span><p>Say</p></radical><radical class=""component""><span><jp-symbol>冓</jp-symbol></span><p>Lifeguard</p></radical></div>"	Try to <radical>say</radical> something to a <radical>lifeguard</radical> and you'll just end up getting a <kanji>lecture</kanji>. <br><br>  - Hint: A lifeguard's favorite part of the job is telling people what to do, where to swim, when to get out of the water, and they love saying it in a bunch of words.	Kanji Meaning	-	Kanji_Meaning Level_35 Genki_L23
35	互	Mutual	"<p class=""element-item primary""> Mutual </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical><radical class=""component""><span><jp-symbol>彑</jp-symbol></span><p>Shuriken</p></radical></div>"	The <radical>ground</radical> and a <radical>shuriken</radical> have <kanji>mutual</kanji> respect for one another. The shuriken respects the ground because of how solid and stable it is, and the ground respects the shuriken for how pointy it is. They have great mutual respect here.<br><br>  - Hint: Pick up the shuriken and throw it into the ground. Hear it whizz through the air and then plunk into the ground. This act of aggression causes their mutual respect to waver.	Kanji Meaning	-	Kanji_Meaning Level_35 Genki_L23
41	郷	Hometown	"<p class=""element-item primary""> Hometown </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>幺</jp-symbol></span><p>Poop</p></radical><radical class=""component""><span><jp-symbol>郎</jp-symbol></span><p>Guy</p></radical></div>"	Everyone has a <radical>poop</radical> <radical>guy</radical> from their <kanji>hometown</kanji>. You know. That poop guy. And every single time you try to visit your hometown, poop guy is there making everyone uncomfortable and reminding you why you left in the first place.<br><br>  - Hint: Picture the poop guy from your hometown. Picture him really vividly. The awkward, rude things he does. The way he smells. The way he makes you never want to come back.	Kanji Meaning	-	Kanji_Meaning Level_41 Genki_L23
42	綱	Cable	"<p class=""element-item primary""> Cable </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>糸</jp-symbol></span><p>Thread</p></radical><radical class=""component""><span><jp-symbol>岡</jp-symbol></span><p>Hill</p></radical></div>"	If you take a <radical>thread</radical> and wrap up a bunch of it, so much it becomes a <radical>hill</radical> of thread, you're going to have a lot of thread. You can wrap some of that thread around other thread to create a much thicker thread. This thread is a <kanji>cable</kanji>.<br><br>  - Hint: Imagine yourself twisting this hill of thread up to make thicker cables. They're strong!	Kanji Meaning	-	Kanji_Meaning Level_42 Genki_L23
47	哀	Pathetic	"<p class=""element-item primary""> Pathetic </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>亠</jp-symbol></span><p>Lid</p></radical><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-kick""></i></jp-symbol></span><p>Kick</p></radical></div>"	With a <radical>lid</radical>, you hit yourself in the <radical>mouth</radical> and then <radical>kick</radical> it like a <kanji>pathetic</kanji> loser. You kick the lid, even though it is your fault that you hit yourself in the mouth with it. It’s not the lid’s fault. You don’t need to kick it. You’re being pathetic.<br><br>  - Hint: Imagine kicking this lid and with each kick you feel a little bit more pathetic. Your mouth hurts a lot too.	Kanji Meaning	-	Kanji_Meaning Level_47 Genki_L23
52	慢	Ridicule,Laziness	"<p class=""element-item primary""> Ridicule </p>,<p class=""element-item""> Laziness </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>忄</jp-symbol></span><p>Soul</p></radical><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical><radical class=""component""><span><jp-symbol>罒</jp-symbol></span><p>Net</p></radical><radical class=""component""><span><jp-symbol>又</jp-symbol></span><p>Stool</p></radical></div>"	If your <radical>soul</radical> is acting like the <radical>sun</radical> trapped in a <radical>net</radical> sitting on a <radical>stool</radical>, then people will <kanji>ridicule</kanji> you for your <kanji>laziness</kanji>. You're just sitting there, trapped and not moving.<br><br>  - Hint: Your soul just doesn't want to move or do anything though... and that may look like laziness, but you can't help it. You wish your friends and family wouldn't ridicule you. You're going through enough, internally.	Kanji Meaning	-	Kanji_Meaning Level_52 Genki_L23
53	惨	Disaster	"<p class=""element-item primary""> Disaster </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>忄</jp-symbol></span><p>Soul</p></radical><radical class=""component""><span><jp-symbol>ム</jp-symbol></span><p>Private</p></radical><radical class=""component""><span><jp-symbol>大</jp-symbol></span><p>Big</p></radical><radical class=""component""><span><jp-symbol>彡</jp-symbol></span><p>Hair</p></radical></div>"	If you get a <radical>big</radical> <radical>hair</radical> stuck in your <radical>private</radical> <radical>soul</radical> it will be a <kanji>disaster</kanji>! Have you ever gotten a hair in your eye or your mouth that you just couldn't get out? You cough, your eyes water, it's awful! You can't focus on anything until it's gone. Now imagine if a big 'ol hair got stuck in your own private soul!!! Disaster!!!<br><br>  - Hint: This disaster is ruining your life. You can't eat, sleep, all you can do is panic trying to get the hair out.	Kanji Meaning	-	Kanji_Meaning Level_53 Genki_L23
54	荘	Villa	"<p class=""element-item primary""> Villa </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>艹</jp-symbol></span><p>Flowers</p></radical><radical class=""component""><span><jp-symbol>丬</jp-symbol></span><p>Icicle</p></radical><radical class=""component""><span><jp-symbol>士</jp-symbol></span><p>Samurai</p></radical></div>"	Clearing his <radical>flowers</radical> of <radical>icicle</radical>s, the <radical>samurai</radical> returns home to his <kanji>villa</kanji>.<br><br>  - Hint: Picture the samurai's villa. It's in the countryside and covered in flowers and icicles. Even though it's spring, it's still cold, so all the new flowers are very cold.	Kanji Meaning	-	Kanji_Meaning Level_54 Genki_L23
11	成	Become	"<p class=""element-item primary""> Become </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>戈</jp-symbol></span><p>Drunkard</p></radical><radical class=""component""><span><jp-symbol>刀</jp-symbol></span><p>Sword</p></radical></div>"	When a <radical>drunkard</radical> holds a <radical>sword</radical> it <kanji>becomes</kanji> something else. The drunkard doesn't become a swordsman, they're still just a drunkard. But the sword in their hands does.<br><br>  - Hint: Picture the drunkard standing in front of you. He picked up the sword and is holding it above his head. It's becoming... becoming...	Kanji Meaning	-	Kanji_Meaning Level_11 Genki_L5
11	争	Conflict	"<p class=""element-item primary""> Conflict </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>勹</jp-symbol></span><p>Prison</p></radical><radical class=""component""><span><jp-symbol>ヨ</jp-symbol></span><p>Wolverine</p></radical><radical class=""component""><span><jp-symbol>亅</jp-symbol></span><p>Barb</p></radical></div>"	If you keep a <radical>wolverine</radical> in a <radical>prison</radical> with <radical>barb</radical>s, you’re likely to get into a <kanji>conflict</kanji> with animal rights groups. Wolverines aren’t meant to be kept in cages, let alone barbed prisons. There’s going to be some sort of conflict here, and animal activist groups are not going to be happy with you.<br><br>  - Hint: Imagine you’re the wolverine in this barbed prison. There’s hardly enough room for you to even turn around in here. The barbs keep poking you as well. Have you ever run into a barbed wire fence? It’s not pleasant.	Kanji Meaning	-	Kanji_Meaning Level_11 Genki_L5
11	良	Good	"<p class=""element-item primary""> Good </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>丶</jp-symbol></span><p>Drop</p></radical><radical class=""component""><span><jp-symbol>艮</jp-symbol></span><p>Root</p></radical></div>"	A <radical>drop</radical> of water to a <radical>root</radical> is <kanji>good</kanji>. It's good for the roots to grow and live and thrive. And what's good for roots is good for our plants and us humans too.<br><br>  - Hint: Imagine putting a little drop of water over a root you want to grow. Doing this is good for the plant and also good for your soul.	Kanji Meaning	-	Kanji_Meaning Level_11 Genki_L12
11	令	Orders	"<p class=""element-item primary""> Orders </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>令</jp-symbol></span><p>Orders</p></radical></div>"	If you know the radical meaning <radical>orders</radical> you know the kanji meaning <kanji>orders</kanji> as well!<br><br>  - Hint: Here's an order: study your radicals.	Kanji Meaning	-	Kanji_Meaning Level_11 Genki_L10
11	共	Together	"<p class=""element-item primary""> Together </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-blackjack""></i></jp-symbol></span><p>Blackjack</p></radical><radical class=""component""><span><jp-symbol>ハ</jp-symbol></span><p>Fins</p></radical></div>"	The card game fish are best at is <radical>blackjack</radical> because they can easily hold the cards with their <radical>fins</radical> <kanji>together</kanji>. In blackjack you don't have to have a huge hand, full of cards. It's just a few, so fish fins can keep them together and just hit or stay.<br><br>  - Hint: Imagine a fish trying to hold a full hand of cards together. Impossible! Fish don’t have fingers to keep them spread properly. Now imagine a fish trying to hold two cards together and nodding to hit. It's much easier to keep things together this way!	Kanji Meaning	-	Kanji_Meaning Level_11 Genki_L11
12	章	Chapter	"<p class=""element-item primary""> Chapter </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>立</jp-symbol></span><p>Stand</p></radical><radical class=""component""><span><jp-symbol>早</jp-symbol></span><p>Early</p></radical></div>"	"You <radical>stand</radical> at a podium <radical>early</radical> in the morning to practice reading the <kanji>chapter</kanji> from your latest book.<br><br>  - Hint: Picture yourself, standing tall in the light of the early morning. You hold your head up high, open to your bookmark, and read the name of the chapter aloud: ""Chapter 42: The Most Important Number."""	Kanji Meaning	-	Kanji_Meaning Level_12 Genki_L3
12	祭	Festival	"<p class=""element-item primary""> Festival </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>癶</jp-symbol></span><p>Tent</p></radical><radical class=""component""><span><jp-symbol>示</jp-symbol></span><p>Jackhammer</p></radical></div>"	You have a <radical>tent</radical> with a <radical>jackhammer</radical> in it for the <kanji>festival</kanji>! Festivals need booths where people can do activities. In this tent, festival goers can use a jackhammer and make a lot of noise, perfect for a festival!<br><br>  - Hint: Imagine being at a festival and waiting in line to ride the jackhammer. You don't want to eat candy apples or ride rides, you want to wait for the jackhammer tent.	Kanji Meaning	-	Kanji_Meaning Level_12 Genki_L1
13	疑	Doubt	"<p class=""element-item primary""> Doubt </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>匕</jp-symbol></span><p>Spoon</p></radical><radical class=""component""><span><jp-symbol>マ</jp-symbol></span><p>Mama</p></radical><radical class=""component""><span><jp-symbol>矢</jp-symbol></span><p>Arrow</p></radical><radical class=""component""><span><jp-symbol>疋</jp-symbol></span><p>Coat Rack</p></radical></div>"	When you get home from school, your <radical>mama</radical> says to hang your <radical>spoon</radical>s and <radical>arrow</radical>s on the <radical>coat rack</radical>. That doesn't sound like something your mama would say, and you begin to <kanji>doubt</kanji> that she's your mama at all! She usually takes them and washes them in the sink. You doubt you could hang them on the coat rack even if you tried.<br><br>  - Hint: Your mama is acting weird. You doubt she's really your mama. What are you going to do?	Kanji Meaning	-	Kanji_Meaning Level_13 Genki_L20
14	能	Ability	"<p class=""element-item primary""> Ability </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>ム</jp-symbol></span><p>Private</p></radical><radical class=""component""><span><jp-symbol>月</jp-symbol></span><p>Moon</p></radical><radical class=""component""><span><jp-symbol>匕</jp-symbol></span><p>Spoon</p></radical></div>"	You keep some <radical>private</radical> <radical>spoon</radical>s on the <radical>moon</radical> and they give you a special <kanji>ability</kanji>. It's the ability to predict the future! The moon spoons reflect the knowledge of time and space into your brain. Now that's a cool ability!<br><br>  - Hint: I wish I had this kind of ability... maybe I'll go up to the moon and try to steal your spoons.	Kanji Meaning	-	Kanji_Meaning Level_14 Genki_L12
15	司	Director	"<p class=""element-item primary""> Director </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-cape""></i></jp-symbol></span><p>Cape</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-creeper""></i></jp-symbol></span><p>Creeper</p></radical></div>"	A <radical>creeper</radical> inside of a <radical>cape</radical>, who are they? They’re the <kanji>director</kanji> of a movie. They try to look all mysterious, but you know it’s just so people go see their movies and think they’re cool. Really they’re just a creep deep down.<br><br>  - Hint: Picture the creepiest director you know. Wearing a cloak and cackling as he directs your favorite actors.	Kanji Meaning	-	Kanji_Meaning Level_15 Genki_L11
15	区	District,Ward	"<p class=""element-item primary""> District </p>,<p class=""element-item""> Ward </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>匚</jp-symbol></span><p>Cage</p></radical><radical class=""component""><span><jp-symbol>メ</jp-symbol></span><p>Treasure</p></radical></div>"	This <radical>cage</radical> with <radical>treasure</radical> in it is actually a map of the <kanji>district</kanji> the treasure is in.<br><br>  - Hint: Picture a big pirate map, and on it are a bunch of these markers for the districts where you can find the treasures you've been searching for.	Kanji Meaning	-	Kanji_Meaning Level_15 Genki_L21
15	丈	Height,Ten Feet	"<p class=""element-item primary""> Height </p>,<p class=""element-item""> Ten Feet </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>丈</jp-symbol></span><p>Height</p></radical></div>"	The <radical>height</radical> radical and the <kanji>height</kanji> kanji are the same!<br><br>  That said, there's a secondary meaning to this kanji of <kanji>ten feet</kanji>. So, when you think of height, think of that height as being ten feet tall.<br><br>  - Hint: If you paid attention in radicals school, you'll be able to learn this kanji meaning easily.	Kanji Meaning	-	Kanji_Meaning Level_15 Genki_L5
15	単	Simple	"<p class=""element-item primary""> Simple </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>単</jp-symbol></span><p>Simple</p></radical></div>"	The <radical>simple</radical> radical and the <kanji>simple</kanji> kanji are the same!<br><br>  - Hint: Simple is simple!	Kanji Meaning	-	Kanji_Meaning Level_15 Genki_L9
16	面	Face,Surface	"<p class=""element-item primary""> Face </p>,<p class=""element-item""> Surface </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>面</jp-symbol></span><p>Face</p></radical></div>"	The <radical>face</radical> radical and the <kanji>face</kanji> kanji are the same! But this isn't just a face like the one you're looking at your computer/phone with. It's the <kanji>surface</kanji> kind of face too!<br><br>  - Hint: The next time you look at your face, also notice how much surface area it has.	Kanji Meaning	-	Kanji_Meaning Level_16 Genki_L5
16	幸	Happiness	"<p class=""element-item primary""> Happiness </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>亠</jp-symbol></span><p>Lid</p></radical><radical class=""component""><span><jp-symbol>辛</jp-symbol></span><p>Spicy</p></radical></div>"	Put a <radical>lid</radical> on something <radical>spicy</radical> and you'll cook up pure <kanji>happiness</kanji>.<br><br>  - Hint: Spicy foods literally do trigger happy chemicals in your brain. It wouldn't be too far off to say that putting a lid on a pot filled with something spicy could produce happiness.	Kanji Meaning	-	Kanji_Meaning Level_16 Genki_L5
16	品	Product,Article,Goods,Products	"<p class=""element-item primary""> Product </p>,<p class=""element-item""> Article </p>,<p class=""element-item""> Goods </p>,<p class=""element-item""> Products </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>品</jp-symbol></span><p>Products</p></radical></div>"	The <radical>products</radical> radical and the <kanji>product</kanji> kanji are exactly the same! Productive!	Kanji Meaning	-	Kanji_Meaning Level_16 Genki_L13
17	果	Fruit	"<p class=""element-item primary""> Fruit </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>果</jp-symbol></span><p>Fruit</p></radical></div>"	The <radical>fruit</radical> radical and the <kanji>fruit</kanji> kanji are exactly the same! Bodacious!	Kanji Meaning	-	Kanji_Meaning Level_17 Genki_L11
17	非	Injustice,Negative,Mistake	"<p class=""element-item primary""> Injustice </p>,<p class=""element-item""> Negative </p>,<p class=""element-item""> Mistake </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>非</jp-symbol></span><p>Criminal</p></radical></div>"	A <radical>criminal</radical> has done an <kanji>injustice</kanji> on the world or other people. Being a criminal is a <kanji>negative</kanji> thing, and even if it was just a <kanji>mistake</kanji>, it was still a crime.<br><br>  - Hint: Think of all the criminals you know. Even if what they did was a mistake, it was still some type of injustice, right? It was something the rest of the world sees as a negative thing.	Kanji Meaning	-	Kanji_Meaning Level_17 Genki_L6
17	無	Nothing	"<p class=""element-item primary""> Nothing </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>無</jp-symbol></span><p>Nothing</p></radical></div>"	The <radical>nothing</radical> radical and the <kanji>nothing</kanji> kanji are exactly the same! Woah!	Kanji Meaning	-	Kanji_Meaning Level_17 Genki_L9
17	原	Original,Fundamental,Field	"<p class=""element-item primary""> Original </p>,<p class=""element-item""> Fundamental </p>,<p class=""element-item""> Field </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>原</jp-symbol></span><p>Original</p></radical></div>"	The <radical>original</radical> radical and the <kanji>original</kanji> kanji are the same!<br><br>  This kanji can also mean <kanji>field</kanji>, probably because that's what everything originally looked like before humans: just a bunch of fields.<br><br>  - Hint: Know your radicals! I shouldn't even have to tell you this by now.	Kanji Meaning	-	Kanji_Meaning Level_17 Genki_L0
18	句	Paragraph	"<p class=""element-item primary""> Paragraph </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>句</jp-symbol></span><p>Paragraph</p></radical></div>"	The <radical>paragraph</radical> radical and the <kanji>paragraph</kanji> kanji are exactly the same!<br><br>  - Hint: Know your radicals, yo!	Kanji Meaning	-	Kanji_Meaning Level_18 Genki_L17
19	冊	Book Counter,Counter For Books,Counter For Volumes	"<p class=""element-item primary""> Book Counter </p>,<p class=""element-item""> Counter For Books </p>,<p class=""element-item""> Counter For Volumes </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>冊</jp-symbol></span><p>Bookshelf</p></radical></div>"	You use a <radical>bookshelf</radical> as a <kanji>book counter</kanji>. Duh. What are you gonna count them one by one? Okay, well maybe, but you should count them while they're nice and organized and on shelves. Otherwise counting is going to be a huge pain.<br><br>  - Hint: Imagine counting books on a bunch of bookshelves. One book, two book, red book, blue book!	Kanji Meaning	-	Kanji_Meaning Level_19 Genki_L14
